GOid	Genes
GO:0008150	['ABCB11', 'ABCC2', 'ABCG5', 'ACAD11', 'ACADS', 'ACAP1', 'ACOT6', 'ACOX3', 'ACOXL', 'ACSL5', 'ACSM5', 'ACYP2', 'ADAM15', 'ADAM7', 'ADAMTS4', 'ADAMTS5', 'ADGRG1', 'ADGRG6', 'ADGRL4', 'ADGRV1', 'AFF1', 'AGAP1', 'AGER', 'AIF1', 'AKAP7', 'AKR1A1', 'AKR1C4', 'ALDH5A1', 'ALPK2', 'AMOTL1', 'AMZ2', 'ANGPTL4', 'ANKRD9', 'ANO7', 'ANO9', 'ANXA1', 'ANXA9', 'APOL3', 'ARHGAP45', 'ARHGEF11', 'ARHGEF15', 'ARHGEF18', 'ARHGEF28', 'ARMC3', 'ARSA', 'ARSG', 'ASB18', 'ATAD5', 'ATG9A', 'ATP10A', 'ATP11A', 'ATP13A2', 'ATP6V0A2', 'ATP6V0A4', 'ATR', 'B3GNT8', 'BACE1', 'BBS2', 'BCL2L10', 'BLVRA', 'BMP2K', 'BPIFB3', 'BRD8', 'BRF1', 'BST1', 'BTNL8', 'BYSL', 'C10orf90', 'C3', 'CABP2', 'CACNG1', 'CALCOCO1', 'CAMTA2', 'CASP5', 'CASP7', 'CASR', 'CC2D1A', 'CCAR2', 'CCDC14', 'CCDC146', 'CCDC34', 'CCDC42', 'CCN6', 'CCR6', 'CD27', 'CD300E', 'CD68', 'CDA', 'CDH2', 'CEMIP2', 'CENPF', 'CENPQ', 'CEP89', 'CEPT1', 'CERS4', 'CFAP44', 'CFAP61', 'CFAP65', 'CFB', 'CFHR5', 'CHAF1A', 'CHD3', 'CHD4', 'CHGB', 'CHN2', 'CHRD', 'CLCN6', 'CLEC4F', 'CLNK', 'CLPTM1L', 'CNOT2', 'CNTRL', 'COA1', 'COG7', 'COL25A1', 'COL27A1', 'COL4A1', 'COL5A3', 'COL6A5', 'COL6A6', 'COL7A1', 'COPS3', 'COQ6', 'CPEB4', 'CRISP3', 'CTCFL', 'CUL1', 'CWH43', 'CYBA', 'CYP4V2', 'DALRD3', 'DCAF12', 'DDIAS', 'DDX28', 'DDX60', 'DDX60L', 'DECR2', 'DENND4C', 'DERL1', 'DGKH', 'DHX37', 'DIDO1', 'DIS3L', 'DLG5', 'DMAC2', 'DMKN', 'DMRT3', 'DNAAF4', 'DNAH1', 'DNAH10', 'DNAH11', 'DNAH14', 'DNAH5', 'DOCK4', 'DOCK5', 'DOCK8', 'DPAGT1', 'DPP3', 'ECHS1', 'EGLN1', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ELF1', 'ELOB', 'EML2', 'EML4', 'ENAM', 'ENDOD1', 'ENGASE', 'EPHB3', 'ERAP1', 'ERCC2', 'ETAA1', 'ETFA', 'EXO1', 'EXOC3L4', 'EXPH5', 'EYS', 'EZR', 'F13A1', 'F5', 'FAM135A', 'FAM13A', 'FAM76B', 'FAN1', 'FARP1', 'FASTKD3', 'FAT1', 'FBN3', 'FBP2', 'FBXO24', 'FBXO25', 'FBXO38', 'FBXO7', 'FCER2', 'FCRL5', 'FECH', 'FGD4', 'FGF6', 'FGFR4', 'FHAD1', 'FKBP15', 'FLT3', 'FLT3LG', 'FOXM1', 'FUT1', 'FUT2', 'GABRR2', 'GAK', 'GARIN1A', 'GATC', 'GCKR', 'GDPD4', 'GDPGP1', 'GEMIN5', 'GHRHR', 'GIT1', 'GIT2', 'GLCE', 'GLI1', 'GLIS3', 'GMPR2', 'GNL1', 'GON4L', 'GOSR2', 'GP6', 'GPRIN3', 'GSKIP', 'GSTA2', 'GTF3C2', 'H1-2', 'H1-6', 'HASPIN', 'HDAC7', 'HEATR1', 'HERPUD2', 'HFE', 'HGFAC', 'HHEX', 'HHLA2', 'HIC1', 'HKDC1', 'HLA-DMA', 'HLX', 'HNRNPH1', 'HR', 'HTT', 'HYAL3', 'ID3', 'IDI2', 'IFI44L', 'IFIH1', 'IFNK', 'IFT140', 'IFT88', 'IGDCC4', 'IGSF10', 'IHO1', 'IL12RB1', 'IL1F10', 'IL27', 'IL2RB', 'IL3', 'IL34', 'IL4R', 'IMP4', 'IQGAP2', 'ITGA8', 'ITGB3', 'ITSN2', 'KANSL1', 'KCNE4', 'KCNG4', 'KDELR3', 'KIAA0753', 'KIF4B', 'KLHL40', 'KLHL41', 'KLKB1', 'KRR1', 'LACC1', 'LBR', 'LILRA4', 'LINS1', 'LNPEP', 'LONP1', 'LOXHD1', 'LRCH4', 'LRRC8C', 'LRRCC1', 'LTBP3', 'LTF', 'LVRN', 'MACF1', 'MAF1', 'MALRD1', 'MAP4K5', 'MAPDA', 'MARCHF8', 'MAST2', 'MAVS', 'MAX', 'MC3R', 'MCPH1', 'MEF2A', 'MEP1B', 'METTL22', 'MICAL3', 'MITF', 'MKI67', 'MLH1', 'MMP14', 'MOCOS', 'MORN3', 'MPDU1', 'MPHOSPH6', 'MPP7', 'MRPL23', 'MRPL28', 'MSANTD1', 'MST1R', 'MTF1', 'MTHFR', 'MTMR6', 'MUC12', 'MUSK', 'MYBL2', 'MYC', 'MYCT1', 'MYH13', 'MYLK3', 'MYO18B', 'MYO7A', 'MYO9B', 'MYOM2', 'MYOM3', 'NACAD', 'NAP1L4', 'NAV2', 'NCAM2', 'NCKAP5', 'NCOA3', 'NCR1', 'NCR3', 'NDC80', 'NDUFAF1', 'NEK11', 'NEXN', 'NIBAN1', 'NME8', 'NOD1', 'NOP16', 'NOP2', 'NOS1AP', 'NPHS1', 'NUF2', 'NUP153', 'NUP210L', 'OBP2B', 'ODAM', 'OLFML1', 'OPLAH', 'OPRD1', 'OPRM1', 'OR10P1', 'OR2AG2', 'OR2G2', 'OR52B6', 'OR5B12', 'OR5M11', 'OR6N1', 'OR7A10', 'OR7G2', 'OTOG', 'OTOP3', 'OVOL2', 'P3H4', 'PADI2', 'PADI4', 'PALM2AKAP2', 'PANX1', 'PAPLN', 'PARD3B', 'PARP1', 'PARP10', 'PARP14', 'PASK', 'PBK', 'PCDHB7', 'PCNT', 'PDE3A', 'PDE4A', 'PDE5A', 'PDILT', 'PELO', 'PGBD1', 'PGPEP1L', 'PHIP', 'PI16', 'PKHD1L1', 'PKMYT1', 'PLA2R1', 'PLBD1', 'PLCB3', 'PML', 'PNPLA1', 'POFUT1', 'POLI', 'POLR3E', 'POMT1', 'PPL', 'PPP1R15A', 'PRICKLE2', 'PRIM1', 'PRKDC', 'PRRC2C', 'PRRG2', 'PTPA', 'PTPN22', 'PTPRA', 'PTPRH', 'QPCTL', 'QSOX1', 'RAG1', 'RAI14', 'RALGAPA2', 'RAPGEF6', 'RELL2', 'REST', 'RFWD3', 'RHOBTB3', 'RIN3', 'RMDN1', 'RNF213', 'RNF43', 'RNPEP', 'RPA1', 'RSPH9', 'RSRP1', 'RTEL1', 'RYR3', 'SAMD9', 'SAMSN1', 'SCARB1', 'SCN5A', 'SCRN3', 'SDK1', 'SDR42E1', 'SEC14L2', 'SELE', 'SELP', 'SEMA6A', 'SERPINB6', 'SESN1', 'SETDB2', 'SGK2', 'SGSM2', 'SH3RF2', 'SHARPIN', 'SIGLEC1', 'SIRPG', 'SKAP2', 'SLC12A7', 'SLC16A10', 'SLC18B1', 'SLC22A14', 'SLC22A16', 'SLC22A23', 'SLC24A1', 'SLC25A32', 'SLC25A37', 'SLC2A7', 'SLC2A9', 'SLC4A2', 'SLC5A6', 'SLC6A13', 'SLC6A5', 'SLC7A9', 'SLC8A2', 'SLCO1B1', 'SLF1', 'SLFN12', 'SLFN14', 'SLIT2', 'SMARCAD1', 'SMG6', 'SMPDL3B', 'SMYD4', 'SNCA', 'SNIP1', 'SORCS2', 'SP110', 'SPAG17', 'SPATA16', 'SPHK1', 'SPINK5', 'SPRR3', 'SPTB', 'ST3GAL4', 'STAB2', 'STARD10', 'STARD6', 'STAT1', 'STK17A', 'STK36', 'STN1', 'STON2', 'STX1B', 'SYNE1', 'SYNPO2', 'SYTL1', 'SZT2', 'TAF1B', 'TAOK3', 'TASOR2', 'TBC1D2', 'TBC1D32', 'TBC1D4', 'TBC1D5', 'TBL1XR1', 'TBL2', 'TEAD4', 'TEK', 'TELO2', 'TES', 'TET1', 'TET2', 'TF', 'THADA', 'THRA', 'TICRR', 'TLR6', 'TMCO3', 'TMEM25', 'TMEM70', 'TMEM86B', 'TMPRSS12', 'TMPRSS6', 'TNFSF14', 'TNK1', 'TOP1MT', 'TP53RK', 'TRAF3IP2', 'TRAF3IP3', 'TRAP1', 'TRIM25', 'TRIM41', 'TRPM1', 'TSEN54', 'TSPO', 'TTLL12', 'TUBB1', 'UBAP2', 'UBASH3A', 'UBQLN4', 'ULK4', 'UNC5CL', 'URB2', 'UTP6', 'VCP', 'VLDLR', 'VPS13C', 'VPS35L', 'VPS8', 'VRK2', 'VSIG10', 'WDR12', 'WNK1', 'WWC2', 'XAF1', 'XPO4', 'XRCC4', 'YDJC', 'YME1L1', 'ZAN', 'ZBTB22', 'ZC3HAV1', 'ZDHHC4', 'ZDHHC6', 'ZFPL1', 'ZFYVE27', 'ZGLP1', 'ZHX3', 'ZKSCAN7', 'ZNF101', 'ZNF134', 'ZNF169', 'ZNF264', 'ZNF276', 'ZNF320', 'ZNF335', 'ZNF385B', 'ZNF470', 'ZNF587B', 'ZNF592', 'ZNF732', 'ZNF749', 'ZSCAN32']
GO:0046942	['ABCB11', 'ABCC2', 'AKR1C4', 'ANXA1', 'CASR', 'LRRC8C', 'SLC16A10', 'SLC25A32', 'SLC5A6', 'SLC6A13', 'SLC6A5', 'SLC7A9', 'SLCO1B1']
GO:0140352	['ABCB11', 'ABCC2', 'CLNK', 'EXOC3L4', 'GHRHR', 'KCNE4', 'MICAL3', 'SLC16A10', 'SLC8A2', 'SNCA', 'STX1B', 'SYTL1', 'TF']
GO:0006869	['ABCB11', 'ABCC2', 'ABCG5', 'AKR1C4', 'ANO7', 'ANO9', 'ANXA1', 'ATG9A', 'ATP10A', 'ATP11A', 'CLPTM1L', 'SCARB1', 'SLCO1B1', 'TSPO']
GO:0019538	['ABCB11', 'ADAM15', 'ADAM7', 'ADAMTS4', 'ADAMTS5', 'ADGRV1', 'AMZ2', 'ANKRD9', 'ANXA1', 'APOL3', 'ASB18', 'B3GNT8', 'BACE1', 'C10orf90', 'C3', 'CASP5', 'CASP7', 'CFB', 'COG7', 'COPS3', 'CPEB4', 'CUL1', 'CWH43', 'DCAF12', 'DERL1', 'DMAC2', 'DPAGT1', 'DPP3', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ELOB', 'ENGASE', 'EPHB3', 'ERAP1', 'F13A1', 'FBXO24', 'FBXO25', 'FBXO38', 'FBXO7', 'FGFR4', 'FLT3', 'FUT1', 'FUT2', 'GATC', 'GEMIN5', 'GLCE', 'HASPIN', 'HDAC7', 'HGFAC', 'IFIH1', 'ITGB3', 'KLHL40', 'KLHL41', 'KLKB1', 'LNPEP', 'LONP1', 'LTF', 'LVRN', 'MARCHF8', 'MAST2', 'MEP1B', 'METTL22', 'MMP14', 'MRPL23', 'MRPL28', 'MTMR6', 'MYC', 'NCOA3', 'NEK11', 'NUP153', 'P3H4', 'PADI4', 'PARP1', 'PARP10', 'PARP14', 'PASK', 'PBK', 'PGPEP1L', 'PLBD1', 'PML', 'POFUT1', 'POMT1', 'PRKDC', 'PRRG2', 'PTPRH', 'QPCTL', 'RAG1', 'RFWD3', 'RHOBTB3', 'RNF213', 'RNF43', 'RNPEP', 'SCRN3', 'SGK2', 'SH3RF2', 'SHARPIN', 'SLF1', 'SNCA', 'SPHK1', 'ST3GAL4', 'STK17A', 'STK36', 'TAOK3', 'TBL1XR1', 'TET1', 'TET2', 'TMPRSS12', 'TMPRSS6', 'TNK1', 'TP53RK', 'TRAF3IP2', 'TRIM25', 'TRIM41', 'UBQLN4', 'VCP', 'VRK2', 'WNK1', 'XAF1', 'YME1L1']
GO:0051047	['ABCB11', 'ATP13A2', 'CASR', 'CYBA', 'EXPH5', 'GHRHR', 'HFE', 'HYAL3', 'IL4R', 'PLA2R1', 'SNCA', 'STX1B']
GO:0036211	['ABCB11', 'ANKRD9', 'ANXA1', 'ASB18', 'B3GNT8', 'C10orf90', 'CASP7', 'COG7', 'COPS3', 'CUL1', 'CWH43', 'DCAF12', 'DPAGT1', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'ELOB', 'EPHB3', 'F13A1', 'FBXO24', 'FBXO25', 'FBXO38', 'FBXO7', 'FGFR4', 'FLT3', 'FUT1', 'FUT2', 'HASPIN', 'HDAC7', 'IFIH1', 'KLHL41', 'LNPEP', 'MARCHF8', 'MAST2', 'METTL22', 'MTMR6', 'NEK11', 'P3H4', 'PADI4', 'PARP1', 'PARP10', 'PARP14', 'PASK', 'PML', 'POFUT1', 'POMT1', 'PRKDC', 'PTPRH', 'QPCTL', 'RAG1', 'RFWD3', 'RNF213', 'RNF43', 'SGK2', 'SH3RF2', 'SHARPIN', 'SLF1', 'SPHK1', 'ST3GAL4', 'STK17A', 'STK36', 'TAOK3', 'TNK1', 'TP53RK', 'TRAF3IP2', 'TRIM25', 'TRIM41', 'VCP', 'VRK2', 'WNK1']
GO:0044238	['ABCB11', 'ACAD11', 'ACADS', 'ACOT6', 'ACOX3', 'ACOXL', 'ACSL5', 'ACSM5', 'ADAM15', 'ADAM7', 'ADAMTS4', 'ADAMTS5', 'ADGRV1', 'AGER', 'AKR1A1', 'AKR1C4', 'ALDH5A1', 'AMZ2', 'ANGPTL4', 'ANKRD9', 'ANO9', 'ANXA1', 'APOL3', 'ARSA', 'ASB18', 'ATAD5', 'ATR', 'B3GNT8', 'BACE1', 'BLVRA', 'BRF1', 'BYSL', 'C10orf90', 'C3', 'CASP5', 'CASP7', 'CCAR2', 'CCR6', 'CDA', 'CENPF', 'CEPT1', 'CERS4', 'CFB', 'CHAF1A', 'CHD4', 'CNOT2', 'COG7', 'COPS3', 'CPEB4', 'CUL1', 'CWH43', 'CYP4V2', 'DALRD3', 'DCAF12', 'DECR2', 'DERL1', 'DGKH', 'DHX37', 'DIDO1', 'DIS3L', 'DMAC2', 'DPAGT1', 'DPP3', 'ECHS1', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ELOB', 'ENGASE', 'EPHB3', 'ERAP1', 'ERCC2', 'ETAA1', 'ETFA', 'EXO1', 'F13A1', 'FAM135A', 'FAN1', 'FASTKD3', 'FBN3', 'FBP2', 'FBXO24', 'FBXO25', 'FBXO38', 'FBXO7', 'FECH', 'FGFR4', 'FLT3', 'FOXM1', 'FUT1', 'FUT2', 'GATC', 'GDPD4', 'GDPGP1', 'GEMIN5', 'GLCE', 'GLIS3', 'GMPR2', 'GTF3C2', 'HASPIN', 'HDAC7', 'HEATR1', 'HGFAC', 'HKDC1', 'HNRNPH1', 'HYAL3', 'IDI2', 'IFIH1', 'IHO1', 'IMP4', 'ITGB3', 'KLHL40', 'KLHL41', 'KLKB1', 'KRR1', 'LBR', 'LNPEP', 'LONP1', 'LTF', 'LVRN', 'MAPDA', 'MARCHF8', 'MAST2', 'MAVS', 'MEF2A', 'MEP1B', 'METTL22', 'MLH1', 'MMP14', 'MPDU1', 'MPHOSPH6', 'MRPL23', 'MRPL28', 'MTF1', 'MTHFR', 'MTMR6', 'MYC', 'NCOA3', 'NEK11', 'NME8', 'NOP2', 'NUP153', 'OTOG', 'P3H4', 'PADI4', 'PARP1', 'PARP10', 'PARP14', 'PASK', 'PBK', 'PDE3A', 'PDE4A', 'PDE5A', 'PELO', 'PGPEP1L', 'PLBD1', 'PLCB3', 'PML', 'PNPLA1', 'POFUT1', 'POLI', 'POLR3E', 'POMT1', 'PRIM1', 'PRKDC', 'PRRG2', 'PTPN22', 'PTPRH', 'QPCTL', 'RAG1', 'RFWD3', 'RHOBTB3', 'RNF213', 'RNF43', 'RNPEP', 'RPA1', 'RTEL1', 'SCARB1', 'SCRN3', 'SDR42E1', 'SGK2', 'SH3RF2', 'SHARPIN', 'SLF1', 'SLFN12', 'SLFN14', 'SMARCAD1', 'SMG6', 'SMPDL3B', 'SNCA', 'SNIP1', 'SPHK1', 'ST3GAL4', 'STK17A', 'STK36', 'STN1', 'TAF1B', 'TAOK3', 'TBL1XR1', 'TEAD4', 'TET1', 'TET2', 'THADA', 'THRA', 'TICRR', 'TMEM86B', 'TMPRSS12', 'TMPRSS6', 'TNK1', 'TOP1MT', 'TP53RK', 'TRAF3IP2', 'TRIM25', 'TRIM41', 'TSEN54', 'TSPO', 'UBQLN4', 'UTP6', 'VCP', 'VLDLR', 'VRK2', 'WDR12', 'WNK1', 'XAF1', 'XPO4', 'XRCC4', 'YDJC', 'YME1L1']
GO:0051049	['ABCB11', 'ACSL5', 'AKAP7', 'ANXA1', 'ATP13A2', 'BMP2K', 'C3', 'CACNG1', 'CASR', 'CDH2', 'CWH43', 'CYBA', 'EXPH5', 'EZR', 'FAM76B', 'GHRHR', 'GIT1', 'HFE', 'HHEX', 'HTT', 'HYAL3', 'IL2RB', 'IL4R', 'ITGB3', 'KCNG4', 'MAVS', 'MEF2A', 'NOS1AP', 'NUP153', 'OPRD1', 'OPRM1', 'PASK', 'PCNT', 'PLA2R1', 'PML', 'REST', 'RIN3', 'SCARB1', 'SCN5A', 'SELE', 'SGK2', 'SIRPG', 'SNCA', 'SPHK1', 'STON2', 'STX1B', 'TBC1D4', 'TBC1D5', 'TF', 'TSPO', 'WNK1', 'XPO4', 'XRCC4']
GO:0043687	['ABCB11', 'ANKRD9', 'ASB18', 'C10orf90', 'CASP7', 'COPS3', 'CUL1', 'DCAF12', 'ELOB', 'FBXO24', 'FBXO25', 'FBXO38', 'FBXO7', 'HDAC7', 'IFIH1', 'KLHL41', 'LNPEP', 'MARCHF8', 'PARP1', 'PARP10', 'PARP14', 'PML', 'RAG1', 'RFWD3', 'RNF213', 'RNF43', 'SH3RF2', 'SHARPIN', 'SLF1', 'TRAF3IP2', 'TRIM25', 'TRIM41', 'VCP']
GO:0048518	['ABCB11', 'ACSL5', 'ADAM7', 'ADGRG1', 'ADGRV1', 'AGER', 'AIF1', 'AKAP7', 'ANGPTL4', 'ANXA1', 'APOL3', 'ARHGEF11', 'ARHGEF15', 'ATAD5', 'ATP10A', 'ATP11A', 'ATP13A2', 'ATR', 'BACE1', 'BBS2', 'BCL2L10', 'BLVRA', 'BMP2K', 'BRD8', 'BST1', 'BTNL8', 'C3', 'CACNG1', 'CALCOCO1', 'CAMTA2', 'CASP5', 'CASP7', 'CASR', 'CC2D1A', 'CCAR2', 'CCN6', 'CCR6', 'CD27', 'CDH2', 'CENPQ', 'CFB', 'CFHR5', 'CHD3', 'CHD4', 'CHRD', 'CLNK', 'CNOT2', 'CTCFL', 'CUL1', 'CYBA', 'DCAF12', 'DDX60', 'DERL1', 'DHX37', 'DLG5', 'DOCK4', 'DOCK5', 'DOCK8', 'EGLN1', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ELF1', 'ELOB', 'ENAM', 'EPHB3', 'ERAP1', 'ERCC2', 'ETAA1', 'EXPH5', 'EZR', 'FAM76B', 'FARP1', 'FASTKD3', 'FAT1', 'FBXO38', 'FBXO7', 'FCER2', 'FGF6', 'FGFR4', 'FLT3', 'FLT3LG', 'FOXM1', 'FUT1', 'GHRHR', 'GIT1', 'GLCE', 'GLI1', 'GLIS3', 'GP6', 'GSKIP', 'HDAC7', 'HEATR1', 'HFE', 'HHEX', 'HHLA2', 'HIC1', 'HLA-DMA', 'HLX', 'HTT', 'HYAL3', 'ID3', 'IFIH1', 'IFNK', 'IFT88', 'IL12RB1', 'IL27', 'IL2RB', 'IL3', 'IL34', 'IL4R', 'ITGA8', 'ITGB3', 'ITSN2', 'KANSL1', 'KLHL40', 'KLKB1', 'LACC1', 'LRCH4', 'LTBP3', 'LTF', 'MACF1', 'MAVS', 'MAX', 'MEF2A', 'MITF', 'MLH1', 'MMP14', 'MPP7', 'MSANTD1', 'MST1R', 'MTF1', 'MUSK', 'MYBL2', 'MYC', 'MYLK3', 'NCOA3', 'NCR3', 'NDC80', 'NIBAN1', 'NOD1', 'NOP2', 'NOS1AP', 'NPHS1', 'ODAM', 'OPRM1', 'OVOL2', 'PADI2', 'PANX1', 'PARP1', 'PARP14', 'PASK', 'PCNT', 'PDE3A', 'PELO', 'PHIP', 'PLA2R1', 'PML', 'PPP1R15A', 'PRKDC', 'PTPA', 'PTPN22', 'RAG1', 'RAPGEF6', 'RELL2', 'REST', 'RPA1', 'RTEL1', 'SCARB1', 'SCN5A', 'SEC14L2', 'SELE', 'SELP', 'SEMA6A', 'SESN1', 'SGK2', 'SH3RF2', 'SHARPIN', 'SIGLEC1', 'SIRPG', 'SLC24A1', 'SLC25A37', 'SLC4A2', 'SLC8A2', 'SLF1', 'SLIT2', 'SMARCAD1', 'SNCA', 'SPHK1', 'ST3GAL4', 'STAT1', 'STK17A', 'STK36', 'STN1', 'STX1B', 'SYNPO2', 'TAOK3', 'TBC1D5', 'TBL1XR1', 'TEAD4', 'TEK', 'TELO2', 'TET1', 'TET2', 'TF', 'THRA', 'TLR6', 'TMPRSS12', 'TMPRSS6', 'TNFSF14', 'TRAF3IP2', 'TRAF3IP3', 'TRIM25', 'TRIM41', 'TSPO', 'UNC5CL', 'VCP', 'VLDLR', 'WNK1', 'XAF1', 'XPO4', 'XRCC4', 'YME1L1', 'ZC3HAV1', 'ZDHHC4', 'ZFYVE27', 'ZGLP1', 'ZHX3', 'ZNF335']
GO:0055092	['ABCB11', 'ABCG5', 'FGFR4', 'MALRD1', 'SCARB1', 'TSPO']
GO:0006629	['ABCB11', 'ACAD11', 'ACADS', 'ACOT6', 'ACOX3', 'ACOXL', 'ACSL5', 'ACSM5', 'AKR1C4', 'BLVRA', 'C3', 'CASP7', 'CEPT1', 'CERS4', 'CWH43', 'CYP4V2', 'DECR2', 'DGKH', 'ECHS1', 'ETFA', 'FECH', 'FUT1', 'FUT2', 'IDI2', 'LBR', 'MTMR6', 'PLBD1', 'PLCB3', 'PNPLA1', 'RNF213', 'SCARB1', 'SDR42E1', 'SMPDL3B', 'SNCA', 'SPHK1', 'ST3GAL4', 'TBL1XR1', 'TMEM86B', 'TSPO', 'VLDLR']
GO:0019218	['ABCB11', 'FGFR4', 'MALRD1', 'REST', 'SEC14L2', 'TSPO']
GO:0051046	['ABCB11', 'ANXA1', 'ATP13A2', 'CASR', 'CYBA', 'EXPH5', 'GHRHR', 'GIT1', 'HFE', 'HYAL3', 'IL4R', 'OPRM1', 'PASK', 'PLA2R1', 'REST', 'SNCA', 'STX1B', 'TSPO', 'WNK1']
GO:0046320	['ABCB11']
GO:0043170	['ABCB11', 'ADAM15', 'ADAM7', 'ADAMTS4', 'ADAMTS5', 'ADGRV1', 'AGER', 'AMZ2', 'ANKRD9', 'ANXA1', 'APOL3', 'ARSG', 'ASB18', 'ATAD5', 'ATR', 'B3GNT8', 'BACE1', 'BBS2', 'BLVRA', 'BRF1', 'BYSL', 'C10orf90', 'C3', 'CASP5', 'CASP7', 'CCAR2', 'CCDC146', 'CCR6', 'CEMIP2', 'CENPF', 'CFB', 'CHAF1A', 'CHD4', 'CNOT2', 'COG7', 'COPS3', 'CPEB4', 'CUL1', 'CWH43', 'DALRD3', 'DCAF12', 'DERL1', 'DHX37', 'DIDO1', 'DIS3L', 'DMAC2', 'DPAGT1', 'DPP3', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ELOB', 'ENGASE', 'EPHB3', 'ERAP1', 'ERCC2', 'ETAA1', 'EXO1', 'F13A1', 'FAN1', 'FASTKD3', 'FBXO24', 'FBXO25', 'FBXO38', 'FBXO7', 'FGFR4', 'FLT3', 'FOXM1', 'FUT1', 'FUT2', 'GATC', 'GEMIN5', 'GLCE', 'GLIS3', 'GTF3C2', 'HASPIN', 'HDAC7', 'HEATR1', 'HGFAC', 'HNRNPH1', 'HYAL3', 'IFIH1', 'IHO1', 'IMP4', 'ITGB3', 'KLHL40', 'KLHL41', 'KLKB1', 'KRR1', 'LNPEP', 'LONP1', 'LTF', 'LVRN', 'MARCHF8', 'MAST2', 'MAVS', 'MEF2A', 'MEP1B', 'METTL22', 'MLH1', 'MMP14', 'MPHOSPH6', 'MRPL23', 'MRPL28', 'MTF1', 'MTMR6', 'MYC', 'NCOA3', 'NEK11', 'NME8', 'NOP2', 'NPHS1', 'NUP153', 'P3H4', 'PADI4', 'PARP1', 'PARP10', 'PARP14', 'PASK', 'PBK', 'PELO', 'PGPEP1L', 'PLBD1', 'PML', 'POFUT1', 'POLI', 'POLR3E', 'POMT1', 'PRIM1', 'PRKDC', 'PRRG2', 'PTPRH', 'QPCTL', 'RAG1', 'RFWD3', 'RHOBTB3', 'RNF213', 'RNF43', 'RNPEP', 'RPA1', 'RTEL1', 'SCRN3', 'SGK2', 'SH3RF2', 'SHARPIN', 'SLF1', 'SLFN12', 'SLFN14', 'SMARCAD1', 'SMG6', 'SNCA', 'SNIP1', 'SPHK1', 'ST3GAL4', 'STAB2', 'STK17A', 'STK36', 'STN1', 'TAF1B', 'TAOK3', 'TBL1XR1', 'TEAD4', 'TET1', 'TET2', 'THADA', 'THRA', 'TICRR', 'TMPRSS12', 'TMPRSS6', 'TNK1', 'TOP1MT', 'TP53RK', 'TRAF3IP2', 'TRIM25', 'TRIM41', 'TSEN54', 'UBQLN4', 'UTP6', 'VCP', 'VRK2', 'WDR12', 'WNK1', 'XAF1', 'XRCC4', 'YME1L1']
GO:0010565	['ABCB11', 'ANGPTL4', 'FGFR4', 'MALRD1', 'REST', 'SNCA']
GO:0015711	['ABCB11', 'ABCC2', 'AKR1C4', 'ANXA1', 'CASR', 'LRRC8C', 'PANX1', 'SLC16A10', 'SLC22A14', 'SLC25A32', 'SLC2A7', 'SLC2A9', 'SLC4A2', 'SLC5A6', 'SLC6A13', 'SLC6A5', 'SLC7A9', 'SLCO1B1']
GO:0019217	['ABCB11', 'ANGPTL4', 'SNCA']
